Complaint_ID,Customer_ID,RM_ID,Complaint_Type,Resolution_Time,Resolution_Status
CMP002195,CUST001517,RM0035,Insurance Claim,6.0,Quick
CMP002196,CUST000187,RM0106,Account Access,3.0,Quick
CMP002197,CUST001324,RM0153,Delay,4.0,Quick
CMP002198,CUST000186,RM0234,Product Issue,7.0,Quick
CMP002199,CUST000702,RM0003,Staff Behavior,4.0,Quick
CMP002200,CUST000790,RM0081,Insurance Claim,13.0,Normal
CMP002201,CUST002363,RM0238,Credit Card Issue,6.0,Quick
CMP002202,CUST002342,RM0005,Billing Error,2.0,Quick
CMP002203,CUST000928,RM0151,Product Issue,5.0,Quick
CMP002204,CUST001560,RM0185,Staff Behavior,9.0,Normal
CMP002205,CUST001511,RM0004,Service Issue,7.0,Quick
CMP002206,CUST001581,RM0215,Loan Disbursement,12.0,Normal
CMP002207,CUST000747,RM0134,Product Issue,8.0,Normal
CMP002208,CUST000658,RM0129,Product Issue,2.0,Quick
CMP002209,CUST000950,RM0156,Delay,2.0,Quick
CMP002210,CUST000700,RM0036,Insurance Claim,7.0,Quick
CMP002211,CUST000381,RM0243,Service Issue,3.0,Quick
CMP002212,CUST000560,RM0221,Loan Disbursement,6.0,Quick
CMP002213,CUST000148,RM0003,Staff Behavior,9.0,Normal
CMP002214,CUST000643,RM0138,Technical Issue,6.0,Quick
CMP002215,CUST000995,RM0202,Product Issue,4.0,Quick
CMP002216,CUST001450,RM0189,Insurance Claim,4.0,Quick
CMP002217,CUST001809,RM0166,Credit Card Issue,7.0,Quick
CMP002218,CUST000989,RM0132,Insurance Claim,2.0,Quick
CMP002219,CUST001800,RM0176,Billing Error,8.0,Normal
CMP002220,CUST000419,RM0245,Product Issue,7.0,Quick
CMP002221,CUST001596,RM0104,Product Issue,5.0,Quick
CMP002222,CUST002150,RM0183,Product Issue,3.0,Quick
CMP002223,CUST002218,RM0138,Service Issue,9.0,Normal
CMP002224,CUST000156,RM0232,Service Issue,5.0,Quick
CMP002225,CUST001176,RM0005,Credit Card Issue,2.0,Quick
CMP002226,CUST002354,RM0219,Delay,14.0,Normal
CMP002227,CUST000796,RM0165,Credit Card Issue,9.0,Normal
CMP002228,CUST000790,RM0076,Billing Error,5.0,Quick
CMP002229,CUST002383,RM0117,Billing Error,6.0,Quick
CMP002230,CUST001656,RM0234,Staff Behavior,4.0,Quick
CMP002231,CUST001688,RM0036,Staff Behavior,18.0,Normal
CMP002232,CUST002237,RM0228,Billing Error,9.0,Normal
CMP002233,CUST000642,RM0132,Service Issue,5.0,Quick
CMP002234,CUST001335,RM0023,Staff Behavior,7.0,Quick
CMP002235,CUST002449,RM0212,Billing Error,3.0,Quick
CMP002236,CUST001127,RM0080,Billing Error,3.0,Quick
CMP002237,CUST002365,RM0128,Technical Issue,3.0,Quick
CMP002238,CUST001542,RM0196,Billing Error,3.0,Quick
CMP002239,CUST001895,RM0063,Account Access,8.0,Normal
CMP002240,CUST000247,RM0073,Account Access,2.0,Quick
CMP002241,CUST002125,RM0014,Loan Disbursement,9.0,Normal
CMP002242,CUST001951,RM0115,Delay,5.0,Quick
CMP002243,CUST001988,RM0168,Billing Error,0.0,Quick
CMP002244,CUST000376,RM0107,Service Issue,4.0,Quick
CMP002245,CUST000354,RM0190,Delay,3.0,Quick
CMP002246,CUST001803,RM0228,Loan Disbursement,5.0,Quick
CMP002247,CUST001566,RM0061,Account Access,3.0,Quick
CMP002248,CUST001052,RM0203,Delay,4.0,Quick
CMP002249,CUST001617,RM0078,Product Issue,8.0,Normal
CMP002250,CUST000149,RM0225,Staff Behavior,6.0,Quick
CMP002251,CUST001452,RM0027,Billing Error,8.0,Normal
CMP002252,CUST001544,RM0039,Delay,8.0,Normal
CMP002253,CUST001251,RM0126,Billing Error,10.0,Normal
CMP002254,CUST000260,RM0071,Account Access,3.0,Quick
CMP002255,CUST000206,RM0022,Account Access,28.0,Normal
CMP002256,CUST000993,RM0118,Insurance Claim,5.0,Quick
CMP002257,CUST000256,RM0015,Billing Error,8.0,Normal
CMP002258,CUST000014,RM0217,Technical Issue,7.0,Quick
CMP002259,CUST001662,RM0247,Technical Issue,6.0,Quick
CMP002260,CUST002041,RM0056,Account Access,29.0,Normal
CMP002261,CUST000510,RM0101,Service Issue,3.0,Quick
CMP002262,CUST000564,RM0186,Billing Error,4.0,Quick
CMP002263,CUST001534,RM0202,Service Issue,2.0,Quick
CMP002264,CUST000984,RM0240,Credit Card Issue,3.0,Quick
CMP002265,CUST000181,RM0190,Product Issue,8.0,Normal
CMP002266,CUST001561,RM0141,Technical Issue,0.0,Quick
CMP002267,CUST001168,RM0137,Service Issue,2.0,Quick
CMP002268,CUST001453,RM0101,Technical Issue,13.0,Normal
CMP002269,CUST000372,RM0243,Delay,7.0,Quick
CMP002270,CUST000496,RM0214,Insurance Claim,4.0,Quick
CMP002271,CUST002494,RM0192,Billing Error,4.0,Quick
CMP002272,CUST001418,RM0150,Insurance Claim,2.0,Quick
CMP002273,CUST000215,RM0022,Service Issue,14.0,Normal
CMP002274,CUST000512,RM0169,Account Access,8.0,Normal
CMP002275,CUST000434,RM0192,Staff Behavior,4.0,Quick
CMP002276,CUST000921,RM0054,Staff Behavior,2.0,Quick
CMP002277,CUST000391,RM0026,Billing Error,3.0,Quick
CMP002278,CUST001048,RM0078,Insurance Claim,3.0,Quick
CMP002279,CUST001493,RM0225,Billing Error,9.0,Normal
CMP002280,CUST001350,RM0058,Service Issue,5.0,Quick
CMP002281,CUST002147,RM0191,Technical Issue,8.0,Normal
CMP002282,CUST002375,RM0155,Loan Disbursement,5.0,Quick
CMP002283,CUST002233,RM0065,Insurance Claim,12.0,Normal
CMP002284,CUST002480,RM0235,Billing Error,2.0,Quick
CMP002285,CUST000540,RM0030,Technical Issue,5.0,Quick
CMP002286,CUST001841,RM0126,Billing Error,8.0,Normal
CMP002287,CUST000962,RM0212,Insurance Claim,2.0,Quick
CMP002288,CUST000583,RM0123,Billing Error,4.0,Quick
CMP002289,CUST002476,RM0165,Service Issue,6.0,Quick
CMP002290,CUST001844,RM0032,Loan Disbursement,4.0,Quick
CMP002291,CUST002053,RM0194,Delay,5.0,Quick
CMP002292,CUST001309,RM0177,Service Issue,6.0,Quick
CMP002293,CUST001710,RM0225,Delay,4.0,Quick
CMP002294,CUST002336,RM0099,Loan Disbursement,2.0,Quick
CMP002295,CUST001162,RM0103,Loan Disbursement,2.0,Quick
CMP002296,CUST002485,RM0117,Delay,5.0,Quick
CMP002297,CUST000447,RM0169,Staff Behavior,2.0,Quick
CMP002298,CUST001524,RM0184,Delay,13.0,Normal
CMP002299,CUST002321,RM0055,Product Issue,10.0,Normal
CMP002300,CUST000890,RM0089,Insurance Claim,4.0,Quick
CMP002301,CUST001173,RM0213,Credit Card Issue,10.0,Normal
CMP002302,CUST000492,RM0160,Loan Disbursement,5.0,Quick
CMP002303,CUST001571,RM0023,Loan Disbursement,2.0,Quick
CMP002304,CUST001383,RM0107,Loan Disbursement,6.0,Quick
CMP002305,CUST000760,RM0113,Credit Card Issue,7.0,Quick
CMP002306,CUST000014,RM0147,Staff Behavior,2.0,Quick
CMP002307,CUST000962,RM0092,Account Access,3.0,Quick
CMP002308,CUST000070,RM0205,Service Issue,2.0,Quick
CMP002309,CUST001524,RM0112,Loan Disbursement,3.0,Quick
CMP002310,CUST000382,RM0074,Billing Error,4.0,Quick
CMP002311,CUST000554,RM0202,Delay,6.0,Quick
CMP002312,CUST001544,RM0139,Staff Behavior,3.0,Quick
CMP002313,CUST001079,RM0174,Loan Disbursement,2.0,Quick
CMP002314,CUST001875,RM0131,Loan Disbursement,3.0,Quick
CMP002315,CUST000846,RM0218,Account Access,10.0,Normal
CMP002316,CUST002449,RM0004,Technical Issue,4.0,Quick
CMP002317,CUST001140,RM0112,Staff Behavior,4.0,Quick
CMP002318,CUST000187,RM0176,Account Access,5.0,Quick
CMP002319,CUST002395,RM0112,Product Issue,8.0,Normal
CMP002320,CUST000923,RM0189,Service Issue,5.0,Quick
CMP002321,CUST001044,RM0243,Billing Error,2.0,Quick
CMP002322,CUST002204,RM0102,Account Access,3.0,Quick
CMP002323,CUST000168,RM0040,Account Access,3.0,Quick
CMP002324,CUST000358,RM0025,Loan Disbursement,5.0,Quick
CMP002325,CUST001377,RM0053,Credit Card Issue,2.0,Quick
CMP002326,CUST001772,RM0220,Staff Behavior,3.0,Quick
CMP002327,CUST001082,RM0235,Billing Error,6.0,Quick
CMP002328,CUST001064,RM0028,Product Issue,4.0,Quick
CMP002329,CUST001451,RM0050,Product Issue,8.0,Normal
CMP002330,CUST001995,RM0117,Technical Issue,4.0,Quick
CMP002331,CUST002342,RM0130,Delay,21.0,Normal
CMP002332,CUST001737,RM0123,Insurance Claim,18.0,Normal
CMP002333,CUST000952,RM0097,Credit Card Issue,10.0,Normal
CMP002334,CUST000731,RM0195,Product Issue,17.0,Normal
CMP002335,CUST001596,RM0163,Loan Disbursement,3.0,Quick
CMP002336,CUST000720,RM0162,Product Issue,8.0,Normal
CMP002337,CUST002225,RM0138,Technical Issue,3.0,Quick
CMP002338,CUST001409,RM0233,Billing Error,8.0,Normal
CMP002339,CUST000386,RM0203,Insurance Claim,4.0,Quick
CMP002340,CUST001097,RM0121,Product Issue,3.0,Quick
CMP002341,CUST000900,RM0155,Loan Disbursement,4.5,Quick
CMP002342,CUST000582,RM0171,Technical Issue,17.0,Normal
CMP002343,CUST002169,RM0116,Insurance Claim,3.0,Quick
CMP002344,CUST002062,RM0037,Credit Card Issue,9.0,Normal
CMP002345,CUST002110,RM0165,Delay,5.0,Quick
CMP002346,CUST000331,RM0149,Billing Error,7.0,Quick
CMP002347,CUST002297,RM0157,Loan Disbursement,3.0,Quick
CMP002348,CUST000484,RM0201,Account Access,5.0,Quick
CMP002349,CUST001892,RM0023,Product Issue,2.0,Quick
CMP002350,CUST000918,RM0016,Service Issue,14.0,Normal
CMP002351,CUST000475,RM0089,Account Access,19.0,Normal
CMP002352,CUST002050,RM0161,Credit Card Issue,8.0,Normal
CMP002353,CUST002045,RM0021,Billing Error,11.0,Normal
CMP002354,CUST000449,RM0067,Account Access,2.0,Quick
CMP002355,CUST002122,RM0042,Account Access,4.0,Quick
CMP002356,CUST001513,RM0133,Technical Issue,5.0,Quick
CMP002357,CUST002438,RM0194,Service Issue,4.0,Quick
CMP002358,CUST000884,RM0061,Account Access,6.0,Quick
CMP002359,CUST001445,RM0114,Delay,3.0,Quick
CMP002360,CUST000644,RM0028,Loan Disbursement,6.0,Quick
CMP002361,CUST001500,RM0240,Delay,7.0,Quick
CMP002362,CUST002198,RM0173,Technical Issue,2.0,Quick
CMP002363,CUST001051,RM0001,Technical Issue,2.0,Quick
CMP002364,CUST001619,RM0010,Billing Error,2.0,Quick
CMP002365,CUST001504,RM0009,Staff Behavior,9.0,Normal
CMP002366,CUST001364,RM0065,Product Issue,4.0,Quick
CMP002367,CUST000587,RM0126,Product Issue,3.0,Quick
CMP002368,CUST000877,RM0131,Technical Issue,9.0,Normal
CMP002369,CUST002278,RM0233,Product Issue,2.0,Quick
CMP002370,CUST001790,RM0093,Technical Issue,4.0,Quick
CMP002371,CUST001357,RM0194,Staff Behavior,8.0,Normal
CMP002372,CUST001285,RM0046,Credit Card Issue,6.0,Quick
CMP002373,CUST002447,RM0016,Service Issue,6.0,Quick
CMP002374,CUST001329,RM0036,Billing Error,2.0,Quick
CMP002375,CUST000315,RM0054,Credit Card Issue,2.0,Quick
CMP002376,CUST000761,RM0076,Loan Disbursement,6.0,Quick
CMP002377,CUST001570,RM0039,Credit Card Issue,2.0,Quick
CMP002378,CUST002165,RM0086,Service Issue,12.0,Normal
CMP002379,CUST001306,RM0156,Insurance Claim,4.0,Quick
CMP002380,CUST000829,RM0229,Loan Disbursement,4.0,Quick
CMP002381,CUST001229,RM0178,Technical Issue,3.0,Quick
CMP002382,CUST000739,RM0098,Staff Behavior,12.0,Normal
CMP002383,CUST002484,RM0173,Technical Issue,7.0,Quick
CMP002384,CUST002389,RM0092,Service Issue,4.0,Quick
CMP002385,CUST002078,RM0217,Billing Error,6.0,Quick
CMP002386,CUST001159,RM0057,Technical Issue,4.0,Quick
CMP002387,CUST000082,RM0154,Staff Behavior,5.0,Quick
CMP002388,CUST002246,RM0228,Service Issue,4.0,Quick
CMP002389,CUST000873,RM0212,Insurance Claim,4.0,Quick
CMP002390,CUST001332,RM0109,Account Access,3.0,Quick
CMP002391,CUST000656,RM0170,Billing Error,2.0,Quick
CMP002392,CUST000714,RM0004,Billing Error,2.0,Quick
CMP002393,CUST001656,RM0198,Staff Behavior,2.0,Quick
CMP002394,CUST000369,RM0069,Billing Error,3.0,Quick
CMP002395,CUST000389,RM0142,Insurance Claim,13.0,Normal
CMP002396,CUST000135,RM0043,Insurance Claim,6.0,Quick
CMP002397,CUST000218,RM0050,Account Access,17.0,Normal
CMP002398,CUST001388,RM0170,Product Issue,4.0,Quick
CMP002399,CUST000840,RM0214,Product Issue,4.0,Quick
CMP002400,CUST001668,RM0012,Technical Issue,8.0,Normal
CMP002401,CUST000414,RM0047,Billing Error,6.0,Quick
CMP002402,CUST001646,RM0059,Credit Card Issue,5.0,Quick
CMP002403,CUST000624,RM0032,Staff Behavior,6.0,Quick
CMP002404,CUST001546,RM0154,Account Access,6.0,Quick
CMP002405,CUST000695,RM0118,Credit Card Issue,9.0,Normal
CMP002406,CUST001266,RM0082,Technical Issue,7.0,Quick
CMP002407,CUST000224,RM0067,Service Issue,17.0,Normal
CMP002408,CUST002131,RM0121,Insurance Claim,16.0,Normal
CMP002409,CUST001821,RM0022,Staff Behavior,4.0,Quick
CMP002410,CUST000443,RM0178,Account Access,2.0,Quick
CMP002411,CUST001227,RM0244,Technical Issue,2.0,Quick
CMP002412,CUST001411,RM0118,Service Issue,2.0,Quick
CMP002413,CUST000797,RM0150,Account Access,2.0,Quick
CMP002414,CUST001606,RM0215,Technical Issue,4.0,Quick
CMP002415,CUST001939,RM0071,Account Access,2.0,Quick
CMP002416,CUST001146,RM0001,Billing Error,6.0,Quick
CMP002417,CUST000538,RM0082,Staff Behavior,3.0,Quick
CMP002418,CUST001778,RM0122,Delay,5.0,Quick
CMP002419,CUST001741,RM0148,Technical Issue,2.0,Quick
CMP002420,CUST001152,RM0159,Account Access,10.0,Normal
CMP002421,CUST000649,RM0015,Technical Issue,9.0,Normal
CMP002422,CUST000676,RM0142,Credit Card Issue,6.0,Quick
CMP002423,CUST002209,RM0040,Loan Disbursement,4.0,Quick
CMP002424,CUST000871,RM0057,Credit Card Issue,14.0,Normal
CMP002425,CUST000211,RM0113,Service Issue,3.0,Quick
CMP002426,CUST000623,RM0040,Account Access,10.0,Normal
CMP002427,CUST001922,RM0062,Technical Issue,5.0,Quick
CMP002428,CUST000196,RM0157,Technical Issue,3.0,Quick
CMP002429,CUST001003,RM0030,Insurance Claim,2.0,Quick
CMP002430,CUST001384,RM0075,Billing Error,2.0,Quick
CMP002431,CUST001288,RM0211,Credit Card Issue,11.0,Normal
CMP002432,CUST001561,RM0062,Insurance Claim,6.0,Quick
CMP002433,CUST002453,RM0004,Insurance Claim,3.0,Quick
CMP002434,CUST002268,RM0086,Account Access,5.0,Quick
CMP002435,CUST002344,RM0166,Insurance Claim,2.0,Quick
CMP002436,CUST001632,RM0154,Staff Behavior,2.0,Quick
CMP002437,CUST000503,RM0207,Credit Card Issue,13.0,Normal
CMP002438,CUST001674,RM0060,Product Issue,5.0,Quick
CMP002439,CUST001445,RM0179,Insurance Claim,4.0,Quick
CMP002440,CUST001977,RM0009,Product Issue,16.0,Normal
CMP002441,CUST000176,RM0103,Billing Error,4.0,Quick
CMP002442,CUST001385,RM0007,Account Access,4.0,Quick
CMP002443,CUST000994,RM0034,Product Issue,3.0,Quick
CMP002444,CUST001165,RM0152,Technical Issue,6.0,Quick
CMP002445,CUST000083,RM0108,Delay,6.0,Quick
CMP002446,CUST000295,RM0179,Technical Issue,2.0,Quick
CMP002447,CUST001526,RM0141,Loan Disbursement,7.0,Quick
CMP002448,CUST001588,RM0004,Technical Issue,9.0,Normal
CMP002449,CUST000302,RM0102,Staff Behavior,6.0,Quick
CMP002450,CUST002000,RM0059,Account Access,12.0,Normal
CMP002451,CUST002071,RM0133,Delay,3.0,Quick
CMP002452,CUST000066,RM0207,Delay,3.0,Quick
CMP002453,CUST001915,RM0108,Service Issue,7.0,Quick
CMP002454,CUST001363,RM0111,Service Issue,3.0,Quick
CMP002455,CUST000403,RM0103,Loan Disbursement,2.0,Quick
CMP002456,CUST001936,RM0207,Account Access,2.0,Quick
CMP002457,CUST000784,RM0185,Technical Issue,9.0,Normal
CMP002458,CUST001721,RM0086,Product Issue,2.0,Quick
CMP002459,CUST002358,RM0077,Billing Error,3.0,Quick
CMP002460,CUST001095,RM0169,Service Issue,2.0,Quick
CMP002461,CUST000941,RM0008,Billing Error,9.0,Normal
CMP002462,CUST001124,RM0039,Billing Error,5.0,Quick
CMP002463,CUST000235,RM0051,Delay,3.0,Quick
CMP002464,CUST000545,RM0138,Service Issue,8.0,Normal
CMP002465,CUST001445,RM0017,Account Access,8.0,Normal
CMP002466,CUST001206,RM0211,Credit Card Issue,5.0,Quick
CMP002467,CUST000423,RM0226,Billing Error,3.0,Quick
CMP002468,CUST001106,RM0096,Loan Disbursement,6.0,Quick
CMP002469,CUST002307,RM0068,Staff Behavior,15.0,Normal
CMP002470,CUST001732,RM0061,Account Access,2.0,Quick
CMP002471,CUST001668,RM0209,Technical Issue,3.0,Quick
CMP002472,CUST002413,RM0159,Billing Error,3.0,Quick
CMP002473,CUST000454,RM0025,Product Issue,6.0,Quick
CMP002474,CUST001741,RM0141,Billing Error,7.0,Quick
CMP002475,CUST001467,RM0177,Service Issue,3.0,Quick
CMP002476,CUST001635,RM0189,Credit Card Issue,3.0,Quick
CMP002477,CUST001967,RM0155,Loan Disbursement,15.0,Normal
CMP002478,CUST000853,RM0176,Account Access,9.0,Normal
CMP002479,CUST002018,RM0054,Technical Issue,15.0,Normal
CMP002480,CUST000322,RM0169,Product Issue,10.0,Normal
CMP002481,CUST001575,RM0049,Delay,4.0,Quick
CMP002482,CUST002160,RM0106,Billing Error,2.0,Quick
CMP002483,CUST001149,RM0090,Service Issue,6.0,Quick
CMP002484,CUST001425,RM0094,Credit Card Issue,4.0,Quick
CMP002485,CUST001019,RM0224,Credit Card Issue,4.0,Quick
CMP002486,CUST000734,RM0101,Loan Disbursement,4.0,Quick
CMP002487,CUST000665,RM0131,Billing Error,15.0,Normal
CMP002488,CUST002467,RM0007,Insurance Claim,2.0,Quick
CMP002489,CUST001849,RM0023,Account Access,3.0,Quick
CMP002490,CUST001342,RM0061,Technical Issue,6.0,Quick
CMP002491,CUST001425,RM0159,Technical Issue,12.0,Normal
CMP002492,CUST000458,RM0058,Loan Disbursement,14.0,Normal
CMP002493,CUST000304,RM0097,Staff Behavior,6.0,Quick
CMP002494,CUST002015,RM0008,Service Issue,2.0,Quick
CMP002495,CUST000002,RM0129,Technical Issue,4.0,Quick
CMP002496,CUST000866,RM0016,Loan Disbursement,14.0,Normal
CMP002497,CUST000637,RM0228,Credit Card Issue,5.0,Quick
CMP002498,CUST001233,RM0085,Credit Card Issue,0.0,Quick
CMP002499,CUST001988,RM0092,Delay,8.0,Normal
CMP002500,CUST001987,RM0028,Product Issue,3.0,Quick
